artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Love & Money,Cheap Pearls And Whisky Dreams: The Best Of,Halleluiah Man,3QwYn1ZV5MN9IyYQKMOf2e,0.504,0.634,0.863,4,-8.517,0,0.0569,0.000108,0.226,0.829,91.259,275507,4,"Varias (80s,90s...)"
George Harrison,Cloud Nine,Got My Mind Set On You - Extended Version,6miUySWi347iIJyz7ETo6m,0.426,0.797,0.814,11,-7.229,1,0.0382,3.94e-05,0.581,0.874,149.42,317290,4,"Varias (80s,90s...)"
Joe Jackson,Night And Day,Steppin' Out,0tBTnrMcc91qKP9dHqhsS7,0.0366,0.584,0.474,11,-9.431,1,0.0296,0.000363,0.0518,0.651,160.173,262867,4,"Varias (80s,90s...)"
Cliff Richard,"We Don't Talk Anymore (12"" Mix)","We Don't Talk Anymore - 12"" Mix",3FLszcw0k0cWCLvgSShYRU,0.0119,0.714,0.591,0,-12.246,1,0.0266,0.000383,0.0922,0.639,111.29,423293,4,"Varias (80s,90s...)"
Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),Shout - Extended,2s1jpxA7Rk34KvrowE2cbq,0.00153,0.614,0.874,7,-10.985,0,0.0419,0.000471,0.0536,0.56,98.427,480729,4,"Varias (80s,90s...)"
Various Artists,洋楽80'sベスト・ヒット曲集(Re-Recorded+Live),ふたりだけの夜(Steal Away)[Re-Recorded],4bGhCj5Y9sYirNcha0gLN6,0.129,0.788,0.581,2,-9.386,1,0.0458,1.76e-05,0.0298,0.826,119.878,201337,4,"Varias (80s,90s...)"
Billy Ocean,Suddenly (Expanded Edition),Suddenly,65h7Qhxl2WfW31Bl6sjWAI,0.735,0.496,0.339,10,-9.512,0,0.0317,0.0,0.115,0.201,129.486,234707,4,"Varias (80s,90s...)"
The Doobie Brothers,Best Of the Doobies Volume II,What a Fool Believes,0ZjTS5zoXFR2w9QMRweDhs,0.274,0.646,0.623,8,-8.82,0,0.0337,0.0,0.086,0.978,120.651,219573,4,"Varias (80s,90s...)"
The Rolling Stones,Aftermath (Remastered),Paint It Black,0wzABO1igQsSy8cQ7dIeHK,0.0569,0.482,0.8,11,-9.278,0,0.0916,0.00223,0.387,0.569,158.81,202267,4,"Varias (80s,90s...)"
Various Artists,Throwback Tunes: 1980,Him,4BKsvXGLCzB6myaNZ8xH4j,0.137,0.723,0.578,4,-8.695,1,0.0274,7.01e-06,0.153,0.927,110.12,241547,4,"Varias (80s,90s...)"
Paul McCartney,Off The Ground,Hope Of Deliverance,3gcAVW0ZYaajy5PK9dAhut,0.181,0.638,0.786,9,-10.915,0,0.0341,5.3e-06,0.104,0.812,159.996,202000,4,"Varias (80s,90s...)"
Various Artists,Throwback Tunes: 1980,Into The Night,73Vw24jqxeX6oGC0eIUGHb,0.44,0.427,0.613,0,-9.585,0,0.0361,0.0,0.0999,0.547,163.527,271013,4,"Varias (80s,90s...)"
Various Artists,Throwback Tunes: 1980,Too Hot,5rfjcuLt81yYQtEl2kwaoH,0.386,0.728,0.542,7,-10.587,0,0.0998,1.21e-06,0.149,0.671,104.943,227693,4,"Varias (80s,90s...)"
Various Artists,Throwback Tunes: 1980,Lady,6qSETtf7znyIwvNZVMKysq,0.914,0.427,0.24,3,-13.366,0,0.0342,0.000901,0.123,0.202,136.413,232333,4,"Varias (80s,90s...)"
Various Artists,Australia's Greatest Songs,Under The Milky Way,7fCa8GRIOfDIqbHTqpLzZI,0.79,0.578,0.488,9,-10.345,0,0.0335,0.0954,0.0828,0.178,106.534,291107,4,"Varias (80s,90s...)"
Paul Davis,The Best of Paul Davis (Expanded Edition),Do Right,1VVNTQPgB5OiUOSyKMqmgC,0.495,0.557,0.554,0,-7.583,1,0.0367,3.29e-06,0.108,0.664,109.022,240173,4,"Varias (80s,90s...)"
Benjamin Orr,The Lace,This Time Around,2I2jlzaQLw69yF2v76QlbG,0.022,0.568,0.737,0,-7.979,1,0.0229,0.00198,0.103,0.77,96.35,306467,4,"Varias (80s,90s...)"
Exile,Super Hits,Kiss You All Over,2JK1wOZCGUDbJOSaHAa8BM,0.254,0.736,0.301,0,-15.689,1,0.0284,0.000534,0.119,0.553,102.405,216600,4,"Varias (80s,90s...)"
Lindsey Buckingham,Live at the Bass Performance Hall,Trouble - Live,6tHQT8mAb4eQSftDcwd84t,0.703,0.501,0.409,7,-10.958,1,0.0298,0.0183,0.708,0.0986,110.057,262867,4,"Varias (80s,90s...)"
The Alan Parsons Project,Ammonia Avenue (Expanded Edition),Don't Answer Me,3IeVrRu0jOlwOkTwD9AykT,0.0717,0.615,0.783,0,-8.716,1,0.0303,0.000109,0.215,0.634,115.133,251853,4,"Varias (80s,90s...)"
Mike Francis,Mike Francis,Survivor,5jp14HmgVas4VI773qMJ1R,0.27,0.725,0.633,11,-12.055,0,0.0376,0.408,0.0485,0.549,104.641,256400,4,"Varias (80s,90s...)"
Tears For Fears,The Seeds Of Love,Advice For The Young At Heart,4lESZ8llhstmqA9KlLbXU6,0.104,0.673,0.79,5,-8.447,1,0.034,0.000184,0.104,0.349,122.453,293240,4,"Varias (80s,90s...)"
Don Henley,I Can't Stand Still,Johnny Can't Read,7JDoIqP6hQaSeuRGGRzEsG,0.159,0.624,0.957,10,-6.388,1,0.0379,0.0,0.0355,0.971,157.72,213787,4,"Varias (80s,90s...)"
Rod Stewart,Tonight I'm Yours (Expanded Edition),Young Turks,6sBA8b9bT8Z8G8TkVDvNTK,0.271,0.625,0.844,0,-7.566,0,0.0316,0.39,0.105,0.722,160.719,303333,4,"Varias (80s,90s...)"
Glenn Frey,The Allnighter,Sexy Girl,6c3rTjGR3FuGfTGj4D5S7l,0.26,0.799,0.325,2,-15.43,1,0.0295,1.82e-05,0.106,0.926,95.092,211440,4,"Varias (80s,90s...)"
TOTO,Hydra,99,2R3E4xKmy7lyieBKONkIMT,0.181,0.482,0.471,10,-13.873,0,0.0334,0.00167,0.112,0.342,88.557,316053,4,"Varias (80s,90s...)"
Simply Red,Life [Expanded],Never Never Love,3Z0rvpVDOmERviiXq8TRyf,0.169,0.78,0.536,1,-10.852,1,0.0366,1.24e-05,0.0943,0.887,96.054,261000,4,"Varias (80s,90s...)"
Level 42,Running In The Family,It's Over,5ecmqY2rtCQ0GvG0YQ4Jr8,0.695,0.724,0.431,10,-12.046,0,0.0291,0.00252,0.0698,0.378,126.665,360653,4,"Varias (80s,90s...)"
Frankie Goes To Hollywood,Relax,"Relax - 12"" New York Mix",3rhKZacJbGEaKQj9qs3k4D,0.0188,0.772,0.572,9,-9.101,1,0.0442,0.0473,0.175,0.769,114.598,444973,4,"Varias (80s,90s...)"
Incubus,Make Yourself - Tour Edition,Drive,73fzhVcs7n1wZz84eoE2vs,0.0538,0.651,0.793,4,-7.312,0,0.0338,0.01,0.137,0.682,90.573,232533,4,"Varias (80s,90s...)"
Queen,Bohemian Rhapsody (The Original Soundtrack),Don't Stop Me Now - ...Revisited,3INsYP1Y8GG4qJvBsKCdXC,0.0152,0.465,0.917,5,-6.331,1,0.237,0.02,0.286,0.39,155.061,217824,4,"Varias (80s,90s...)"
Cutting Crew,Broadcast,I've Been In Love Before,7yQNqjXp9BAGAppPGkTbYf,0.0562,0.489,0.568,2,-13.329,1,0.0281,0.0107,0.21,0.86,146.009,308133,4,"Varias (80s,90s...)"
George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),Fastlove - Live,2cM4093hKmkWTF0Rc5OdJa,0.178,0.757,0.536,9,-12.478,0,0.0329,0.0,0.981,0.844,106.003,312212,4,"Varias (80s,90s...)"
Foreigner,Inside Information,I Don't Want to Live Without You,19aYH2zhbnTNx4plfenrIk,0.436,0.431,0.522,11,-8.625,1,0.0295,1.91e-05,0.109,0.233,199.786,237693,4,"Varias (80s,90s...)"
Los Prisioneros,Coleccion Suprema,Tren Al Sur,5nvS1vouQkX0HxOohfqCoS,0.00418,0.585,0.624,9,-8.966,0,0.0746,0.0229,0.0765,0.728,180.503,338253,4,"Varias (80s,90s...)"
Duncan Dhu,20 años de canciones,En algún lugar,37qu58EQ36drTnJVNxXbMP,0.176,0.527,0.859,7,-6.685,1,0.0687,0.0866,0.157,0.443,74.214,235627,4,"Varias (80s,90s...)"
80 Osos,80s Hits!,It Hurts To Be In Love,4vko0Zp5K2DjiplBuNcXgn,0.531,0.452,0.63,4,-6.271,0,0.0247,7.03e-06,0.1,0.448,171.597,230000,4,"Varias (80s,90s...)"
Daryl Hall & John Oates,Private Eyes (Expanded Edition),Your Imagination - Disco Remix,5Lagi4HpzoliKngg5xntlZ,0.0189,0.772,0.559,0,-6.684,1,0.0272,0.000736,0.0699,0.756,114.332,341867,4,"Varias (80s,90s...)"
INXS,Need You Tonight (And Other Hits!),Devil Inside,1mBHReZzx9mZOYKWD79wWj,0.00122,0.554,0.617,0,-8.928,1,0.0496,0.606,0.141,0.583,75.457,236518,4,"Varias (80s,90s...)"
Foreigner,40,When It Comes to Love - 2017 Remaster,6f62WwQKjPr7kTaqX7r1zp,0.147,0.618,0.831,0,-5.422,1,0.0331,8.56e-05,0.293,0.426,113.02,232787,4,"Varias (80s,90s...)"
Foreigner,No End in Sight: The Very Best of Foreigner (Expanded),I Don't Want to Live Without You - 2008 Remaster,4RlKdVIdpxi2wnCNjEYJxD,0.446,0.415,0.598,11,-6.21,1,0.0317,5.24e-05,0.0954,0.194,199.76,237467,4,"Varias (80s,90s...)"
Simply Red,Farewell: Live in Concert at Sydney Opera House,Sunrise - Live at Sydney Opera House,69TBSasa3lwJjmS7NEVnsW,0.0958,0.638,0.798,0,-7.03,0,0.0257,3.7e-06,0.912,0.792,105.977,207446,4,"Varias (80s,90s...)"
Fleetwood Mac,50 Years - Don't Stop,The Chain - Live 1997; 2018 Remaster,0gvgO9wprV1bxtBh7QOwsE,0.008,0.555,0.607,9,-9.403,1,0.0439,0.0054,0.0968,0.526,151.886,269813,4,"Varias (80s,90s...)"
Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,0.009,0.545,0.67,9,-8.81,1,0.0496,0.000822,0.0451,0.481,151.553,270213,4,"Varias (80s,90s...)"
U2,Songs Of Innocence (Deluxe),Raised By Wolves,769ZC6PggTAClrWHAoVk1x,0.183,0.622,0.601,1,-8.702,1,0.0319,1.63e-06,0.129,0.438,141.931,245599,4,"Varias (80s,90s...)"
U2,Songs Of Innocence (Deluxe),Cedarwood Road,5qR34ONTZ9glL63I6er16x,0.0475,0.505,0.859,4,-5.012,0,0.0522,0.00651,0.338,0.575,87.985,265383,4,"Varias (80s,90s...)"
Journey,Greatest Hits Live,Who's Crying Now - Live,6z560jLNiAMOlY3vFR0GGx,0.0212,0.383,0.859,2,-4.877,1,0.046,4.6e-05,0.335,0.317,124.608,335973,4,"Varias (80s,90s...)"
Wang Chung,Best Of,Let's Go (Re-Recorded),2yDV5qoANkgz4DQLGil59X,0.211,0.73,0.792,6,-5.238,1,0.043,0.0,0.0824,0.879,120.006,266254,4,"Varias (80s,90s...)"
Spandau Ballet,The Twelve Inch Mixes,"TRUE - 12"" Mix",4q2lRiodoQnyFO65watkse,0.306,0.739,0.528,0,-9.745,1,0.0281,0.216,0.0733,0.417,97.389,365160,4,"Varias (80s,90s...)"
Foreigner,Inside Information,Say You Will,5nW7RbN0mBLPts9CURNwdy,0.195,0.72,0.72,3,-7.383,0,0.0264,0.0,0.0448,0.636,126.041,255653,4,"Varias (80s,90s...)"
Gerry Rafferty,City To City,Right Down the Line,2Xb6wJYGi0QXwURw5WWvI5,0.213,0.783,0.322,0,-15.091,1,0.0343,0.00243,0.114,0.77,128.226,267773,4,"Varias (80s,90s...)"
Robbie Williams,Intensive Care,Tripping,7MTdv6v3vsmQcVfh7eIaks,0.0381,0.666,0.922,2,-4.458,0,0.0429,0.000191,0.0633,0.828,118.014,276604,4,"Varias (80s,90s...)"
Robbie Williams,Sing When You're Winning,Rock DJ,4pbyDPjFgfPqFTcIMC8xpK,0.0267,0.708,0.772,7,-4.264,1,0.0322,0.0,0.467,0.861,103.035,258560,4,"Varias (80s,90s...)"
Robbie Williams,Life Thru A Lens,Angels,1M2nd8jNUkkwrc1dgBPTJz,0.156,0.429,0.594,4,-6.251,1,0.0277,4.95e-06,0.1,0.236,150.22,265000,4,"Varias (80s,90s...)"
Electric Light Orchestra,Discovery,Last Train to London,6xE6ZWzK1YDDSYzqOCoQlz,0.396,0.727,0.537,7,-9.785,1,0.0295,0.000789,0.349,0.954,121.493,270067,4,"Varias (80s,90s...)"
Gerard Joling,Love Is In Your Eyes,Ticket to the Tropics,5aEeX33njCwF4i4qMJ3S1p,0.241,0.361,0.538,9,-12.148,0,0.051,0.000332,0.118,0.379,76.506,348827,4,"Varias (80s,90s...)"
Daryl Hall & John Oates,Extended Mixes,Some Things Are Better Left Unsaid - Special New Mix,1R6IVFG38w5R9XjV0db6C5,0.105,0.689,0.898,9,-4.698,0,0.0389,0.00329,0.09,0.648,118.262,326653,4,"Varias (80s,90s...)"
Daryl Hall & John Oates,Extended Mixes,Say It Isn't So - Special Extended Dance Mix,1Zc08r2ZP6vAwlfr0XPHNQ,0.0157,0.819,0.707,11,-5.217,0,0.0303,3.45e-05,0.0497,0.975,113.653,403480,4,"Varias (80s,90s...)"
Smokey Robinson,One Heartbeat,Just To See Her,7LOYcC6phKAVOckgmVZJJT,0.153,0.821,0.379,4,-15.489,0,0.0334,0.0,0.0839,0.914,109.123,244027,4,"Varias (80s,90s...)"
Peter Brown,Snap (Expanded Edition),Love Is Just the Game,1paVvoTyY4cIEkCIod1JMw,0.0619,0.707,0.764,10,-11.399,0,0.0427,0.000224,0.299,0.915,121.081,252293,4,"Varias (80s,90s...)"
Daryl Hall & John Oates,Extended Mixes,Family Man - Rock Mix,2SS5VQyqbldU98JhIH3pJL,0.142,0.752,0.903,2,-4.428,0,0.0365,7.43e-05,0.129,0.79,131.333,343813,4,"Varias (80s,90s...)"
Daryl Hall & John Oates,Extended Mixes,Adult Education - Special Club Mix,7qcC2LYOWSRPrYxaecaYm2,0.0224,0.62,0.864,9,-4.862,0,0.0563,0.000148,0.0274,0.894,91.406,363267,4,"Varias (80s,90s...)"
Guns N' Roses,G N' R Lies,Patience,7D5n2kpYH2WSqIyEO9MeXf,0.711,0.457,0.266,6,-14.465,1,0.0313,0.000261,0.124,0.372,120.459,354400,4,"Varias (80s,90s...)"
Cinderella,Heartbreak Station,Heartbreak Station,71cWHhV018hztNkCC45Ayo,0.326,0.597,0.51,7,-9.5,1,0.0283,0.0539,0.0554,0.288,114.729,268840,4,"Varias (80s,90s...)"
a-ha,Scoundrel Days (Deluxe Edition),Cry Wolf,4aPf0wQ6VBlRqWABaVjfRN,0.104,0.652,0.772,9,-7.451,0,0.0349,0.668,0.0745,0.776,131.18,246587,4,"Varias (80s,90s...)"
a-ha,Scoundrel Days (Deluxe Edition),Cry Wolf - Extended Version,3jLXo0oztTYgCXTnz40KOD,0.0162,0.657,0.731,9,-8.016,0,0.0354,0.706,0.0647,0.924,130.997,492493,4,"Varias (80s,90s...)"
Genesis,Invisible Touch,Invisible Touch - Remastered,480dDrqG7LO6qDaphHeXlM,0.202,0.623,0.94,0,-5.731,1,0.0365,0.00184,0.0472,0.837,131.037,210133,4,"Varias (80s,90s...)"
Men At Work,Super Hits,It's a Mistake,0AWSQtb26cTvlWl3xbH9JD,0.192,0.711,0.559,11,-5.634,1,0.0278,1.53e-05,0.0789,0.924,106.376,271560,4,"Varias (80s,90s...)"
Tears For Fears,Elemental,Break It Down Again,15kc3DJyYixeEEq5kRRrOm,0.0134,0.681,0.742,5,-7.0,1,0.0249,0.422,0.121,0.486,109.001,271533,4,"Varias (80s,90s...)"
A Flock Of Seagulls,We Are The '80s,"The More You Live, The More You Love",1lNn0udm3EHKFRCGpNKZxn,0.00224,0.612,0.845,11,-5.565,0,0.0352,0.00168,0.582,0.769,139.514,249107,4,"Varias (80s,90s...)"
The Cars,Panorama,Touch and Go,2pGw0Nuj75rdFt84bIAMlT,0.0511,0.663,0.509,0,-10.007,1,0.0268,0.000526,0.198,0.89,130.027,297733,5,"Varias (80s,90s...)"
Rod Stewart,Body Wishes,Baby Jane - 2008 Remaster,1wrT33b6HuKlpk9ziscEUY,0.0137,0.641,0.796,2,-8.56,0,0.0407,0.000115,0.358,0.727,123.229,283493,4,"Varias (80s,90s...)"
Simply Red,A New Flame (Expanded),It's Only Love - 2008 Remaster,6i1uWZYWabNHq2wQnoca58,0.506,0.666,0.884,9,-5.243,0,0.0429,0.00612,0.0408,0.754,92.005,298573,4,"Varias (80s,90s...)"
Spandau Ballet,Gold - The Best of Spandau Ballet,Only When You Leave,25OUeDZIDX1UIQlsrWcCgc,0.355,0.667,0.775,7,-6.842,0,0.0287,0.000212,0.0863,0.841,136.91,301400,4,"Varias (80s,90s...)"
Simply Red,Stars Collectors Edition,Something Got Me Started - Remastered,0DJnqFhVWoTDs58JPem5Zh,0.019,0.698,0.91,2,-6.563,1,0.0459,7.73e-05,0.11,0.715,112.112,240706,4,"Varias (80s,90s...)"
The Paper Kites,On the Corner Where You Live,"Give Me Your Fire, Give Me Your Rain",7xT7S9uNrRkYTl4U4xps4M,0.123,0.526,0.654,2,-4.403,1,0.0328,0.0845,0.248,0.741,78.02,212200,4,"Varias (80s,90s...)"
Fleetwood Mac,Rumours (Super Deluxe),Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,0.0644,0.828,0.492,0,-9.744,1,0.0276,0.00428,0.128,0.789,120.151,257800,4,"Varias (80s,90s...)"
Fleetwood Mac,Rumours,Go Your Own Way - 2004 Remaster,07GvNcU1WdyZJq3XxP0kZa,0.0185,0.583,0.947,5,-5.12,1,0.0378,0.00109,0.0679,0.803,135.448,223613,4,"Varias (80s,90s...)"
AC/DC,Highway to Hell,Highway to Hell,2zYzyRzz6pRmhPzyfMEC8s,0.0591,0.573,0.913,6,-4.793,0,0.132,0.00173,0.156,0.422,115.715,208400,4,"Varias (80s,90s...)"
AC/DC,Back In Black,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,0.011,0.31,0.7,9,-5.678,1,0.047,0.00965,0.0828,0.763,188.386,255493,4,"Varias (80s,90s...)"
AC/DC,The Razors Edge,Thunderstruck,57bgtoPSgt236HzfBOd8kj,0.000147,0.501,0.889,4,-5.175,1,0.0364,0.0114,0.217,0.257,133.519,292880,4,"Varias (80s,90s...)"
AC/DC,High Voltage,T.N.T.,7LRMbd3LEoV5wZJvXT1Lwb,0.153,0.754,0.759,9,-5.218,1,0.302,0.000114,0.101,0.435,126.367,214667,4,"Varias (80s,90s...)"
The Cars,Heartbeat City (Expanded Edition),You Might Think,35wVRTJlUu2kDkqXFegOKt,0.109,0.728,0.855,2,-6.031,1,0.0333,0.000576,0.113,0.971,133.887,184717,4,"Varias (80s,90s...)"
The Cars,Heartbeat City (Expanded Edition),"Jacki - Early Version of ""Heartbeat City""",3Q0pa4rZctRTZuJHTTZENv,0.0468,0.709,0.743,9,-8.983,0,0.0359,0.64,0.0798,0.907,143.258,255973,4,"Varias (80s,90s...)"
Simply Red,A New Flame (Expanded),Enough - 2008 Remaster,1HVb5xAhBhkK7XdU9N79b9,0.0878,0.649,0.749,5,-5.879,0,0.0256,0.00577,0.257,0.688,107.387,313600,4,"Varias (80s,90s...)"
INXS,Kick (Remastered),Never Tear Us Apart,1GjbTNFImFrjFsNdleDe78,0.00309,0.664,0.613,0,-7.56,1,0.0273,0.000128,0.175,0.193,96.6,184587,3,"Varias (80s,90s...)"
INXS,The Swing (Remastered),Original Sin,7pSzRRMaPXA39wvrnvdmSH,0.0136,0.685,0.633,9,-7.259,1,0.0377,0.000106,0.0935,0.731,131.397,317240,4,"Varias (80s,90s...)"
INXS,INXS Remastered,Disappear,4gbYx8usVobNIgM9dNCKOR,0.00941,0.643,0.807,9,-5.565,1,0.0361,1.61e-06,0.0752,0.91,125.077,249053,4,"Varias (80s,90s...)"
Lindsey Buckingham,Out of the Cradle,You Do or You Don't,1QQ8u2yTY91rzcF8W85iXK,0.0968,0.614,0.66,7,-10.559,1,0.0293,0.0685,0.0556,0.913,137.05,220240,4,"Varias (80s,90s...)"
Pretenders,Original Album Series,Light of the Moon,0fpwgnmGb7JVzXIf2JXhZi,0.19,0.632,0.615,7,-9.958,1,0.0336,0.0055,0.116,0.641,100.491,236493,4,"Varias (80s,90s...)"
Led Zeppelin,Physical Graffiti,Kashmir - 1990 Remaster,2nVHqZbOGkKWzlcy1aMbE7,0.488,0.48,0.536,2,-11.166,1,0.0427,4.22e-05,0.155,0.581,80.617,508200,3,"Varias (80s,90s...)"
Christopher Cross,A NIght In Paris,Never Be The Same - Live,5gG9YmY0Mu3OM4kj5WtEUh,0.603,0.687,0.658,9,-10.19,1,0.0402,0.00433,0.977,0.785,131.931,287173,4,"Varias (80s,90s...)"
Incubus,Dig,Dig - Radio Edit,40Dr9vD8d5cqJuhmnLVlXv,0.028,0.46,0.9,11,-4.696,1,0.038,0.0,0.0984,0.495,77.544,240453,4,"Varias (80s,90s...)"
Incubus,Dig,Dig - Radio Edit,40Dr9vD8d5cqJuhmnLVlXv,0.028,0.46,0.9,11,-4.696,1,0.038,0.0,0.0984,0.495,77.544,240453,4,"Varias (80s,90s...)"
The Cardigans,Gran Turismo,Erase / Rewind,2UY4BdOZ7Ncfke96BBUTzM,0.00145,0.732,0.681,11,-7.103,0,0.0317,0.00112,0.11,0.699,103.72,215760,4,"Varias (80s,90s...)"
U2,Songs Of Innocence (Deluxe),The Troubles - Alternative Version,0XKClTokiXeQ6XTv4WxWJk,0.207,0.409,0.634,6,-9.432,1,0.0373,0.0519,0.126,0.375,150.014,272305,4,"Varias (80s,90s...)"
ICEHOUSE,Man Of Colours,The Kingdom,7FZ2VOxAWYNh0b5cgCzpgp,0.265,0.626,0.76,2,-5.843,0,0.0309,0.00829,0.159,0.48,126.512,291627,4,"Varias (80s,90s...)"
The Outfield,Diamond Days,For You,57OfvZ1HFFTWQltTgdyj6N,0.226,0.623,0.675,10,-9.196,1,0.0309,8.37e-05,0.156,0.633,118.9,267280,4,"Varias (80s,90s...)"
Rocky Burnette,Tired of Toein' the Line,Tired of Toein' the Line,3E3K8IXR3o7XOBvaGE2e55,0.677,0.67,0.773,4,-10.953,0,0.0377,0.00192,0.309,0.827,120.465,223373,4,"Varias (80s,90s...)"
Dan Fogelberg,Portrait: The Music Of Dan Fogelberg From 1972-1997,Longer,6OKrPnWUC8FccKiLVpxQWQ,0.908,0.433,0.159,0,-15.363,1,0.0295,0.0,0.13,0.382,78.989,195200,4,"Varias (80s,90s...)"
Simple Minds,Hypnotised,Hypnotised - TLA Edit,3tM4qfZCvkJUbEah5xKIK5,0.0468,0.484,0.783,9,-5.997,0,0.079,0.00243,0.403,0.662,167.893,275960,4,"Varias (80s,90s...)"
Peter Frampton,Greatest Hits,Do You Feel Like We Do,3AMFDhgJx5sIYw1ukbiEk4,0.052,0.314,0.544,0,-9.419,1,0.0288,0.00712,0.979,0.361,106.597,834867,4,"Varias (80s,90s...)"
Peter Frampton,Acoustic Classics,"Baby, I Love Your Way",3bhgNgvkuYUpvT3Aa8nobd,0.614,0.749,0.246,0,-12.847,1,0.0383,0.000138,0.0967,0.308,132.153,309760,4,"Varias (80s,90s...)"
Candy Dulfer,Saxuality,Lily Was Here (feat. Candy Dulfer),5HVqftYQ37bJx3y0SI4obk,0.398,0.743,0.564,4,-10.698,0,0.0277,0.0485,0.0802,0.967,108.027,260200,4,"Varias (80s,90s...)"
Willie Colón,Mis Favoritas,Talento De Televisión,3fRIuTih8bzc0vtY9fHhvF,0.701,0.779,0.796,2,-6.675,1,0.0434,3.99e-05,0.0636,0.938,104.947,279320,4,Salsa
Willie Colón,Metiendo Mano,Segun El Color (Willie Colon Presents Ruben Blades),1WUPGVZeORqTQDgLlpbACg,0.472,0.577,0.698,0,-5.947,0,0.0427,0.0,0.0752,0.95,111.867,358547,4,Salsa
Willie Colón,Anthology,El Día De Mi Suerte,6Ac89NtfMzmvVKRNkvQiQ6,0.545,0.609,0.88,0,-4.37,0,0.0534,0.0,0.0554,0.942,99.163,326880,4,Salsa
Willie Colón,Anthology,Juanito Alimana,4K1AEVI1fToFNiyDHpYKpL,0.782,0.66,0.779,7,-6.403,0,0.0358,7.95e-06,0.0383,0.907,90.727,456587,4,Salsa
Willie Colón,Cosa Nuestra,Te Conozco,4m31QmECqRAYSrlFJ8rNQK,0.648,0.635,0.765,5,-6.962,0,0.0965,0.00189,0.244,0.841,101.377,296093,4,Salsa
Willie Colón,Anthology,Sin Poderte Hablar,3RileNFiDhL7uHD7f7LrnI,0.14,0.389,0.656,5,-6.845,0,0.0509,0.0,0.55,0.581,102.303,324333,4,Salsa
Héctor Lavoe,El Malo,Borinquen,0kVM2YHUYnWcpQx5u3xPun,0.684,0.574,0.649,5,-6.413,1,0.0328,3.07e-05,0.0687,0.961,105.988,200267,4,Salsa
Willie Colón,Metiendo Mano,Pablo Pueblo (Willie Colon Presents Ruben Blades),55vYDD9pkqdSc14yKXVEin,0.69,0.518,0.537,4,-6.593,0,0.0389,0.0,0.305,0.678,91.688,370227,4,Salsa
Héctor Lavoe,De Ti Depende,Periodico De Ayer,3Hv1DCU3Z0mPJa7UjqD0IG,0.364,0.459,0.583,5,-7.181,0,0.0294,0.134,0.128,0.583,98.405,407373,4,Salsa
Rubén Blades,Greatest Hits,Pedro Navaja,2TF8pQraJ29Ig9ZcPOqFHy,0.783,0.59,0.578,2,-7.42,1,0.109,9.38e-05,0.211,0.815,93.838,445053,4,Salsa
Héctor Lavoe,La Salsa Mayor,El Cantante,6g7OHPX0nK6Sl4GOEnzHP5,0.705,0.511,0.496,7,-9.212,0,0.038,3.08e-05,0.0975,0.544,95.531,626827,4,Salsa
Willie Colón,Asalto Navideno,La Murga,65B6PVBnY28EEAMSrIk6bk,0.662,0.543,0.759,9,-7.59,0,0.04,0.0364,0.0541,0.894,86.867,334053,4,Salsa
Willie Colón,Lo Mato,Todo Tiene Su Final,01Zk6jIg97dsGoQhS13wWC,0.566,0.52,0.697,5,-10.868,0,0.0405,2.26e-05,0.303,0.914,100.368,301813,4,Salsa
Willie Colón,Mis Favoritas,Idilio,6VQ2fI8goSX8mpSvytXkXR,0.552,0.527,0.715,5,-8.309,0,0.0398,0.00622,0.085,0.904,93.979,308693,4,Salsa
Willie Colón,Selecciones Fania,El Gran Varón,6ceFUA4tpIUfkMH7LZbjV4,0.581,0.645,0.665,7,-5.519,0,0.0384,0.0,0.0391,0.369,94.115,414707,4,Salsa
Willie Colón,Selecciones Fania,Triste Y Vacía,6vDBVG7rNB3pW0rllS2Be5,0.683,0.478,0.698,9,-3.867,0,0.0309,0.0,0.0754,0.694,94.303,371533,4,Salsa
Andy Montañez,Salsa Legends,Casi Te Envidio,58unXNsISeHfI2jdqm9nb9,0.465,0.582,0.718,7,-5.91,1,0.0815,0.0,0.088,0.854,92.516,320467,4,Salsa
Various Artists,"Joe Arroyo Milenario, Vol. 5",En Barranquilla Me Quedo,1n56Csr7YYTE3KIIfkVPWo,0.18,0.622,0.791,1,-6.333,1,0.0483,8.44e-05,0.0908,0.754,103.643,311676,4,Salsa
Grupo Niche,Sólo Hits,Cali Pachanguero,3SXWtn3YbXOuz6s9LN8LeJ,0.69,0.654,0.72,8,-7.731,1,0.0395,0.0,0.2,0.678,99.911,309920,4,Salsa
Rubén Blades,Greatest Hits,Plastico,0iHzbGak1CdbDBCu8VDwNU,0.804,0.658,0.54,11,-7.707,0,0.0575,3.81e-06,0.382,0.705,104.916,401787,4,Salsa
